17525	LAVIS	0	triangle	3073
17526	POTOP	0	triangle	3075
17527	AVLOR	0	triangle	3081
17528	BUPKA	0	triangle	3082
17529	ADGAT	0	triangle	3084
17530	BELVO	0	triangle	3085
17531	HALEN	0	triangle	3099
17532	IGOLF	0	triangle	3100
17533	ABUOY	0	triangle	3103
17534	BAZEN	0	triangle	3104
17535	JAMIE	0	triangle	3107
17536	KAPUA	0	triangle	3109
17537	LIKMA	0	triangle	3110
17539	PANGO	0	triangle	3113
17540	UPSUV	0	triangle	3117
17541	IKIMU	0	triangle	3118
17542	AGTID	0	triangle	3119
17547	UPVOK	0	triangle	3129
17548	NUKTO	0	triangle	3130
17557	SUNGU	0		1535
17558	REDOL	0		3138
17559	BASOS	1		3138
17560	ADLUP	2		3138
17565	DOMON	0		3154
17566	MARKS	0		3155
17567	BURLY	0	triangle	3156
17568	OPOHO	0	triangle	3157
17577	BATOS	0		1759
17578	BOGUN	1		1759
17579	MADEP	2		1759
17580	ALDEV	0	triangle	3170
17581	ENSOV	0	triangle	3171
17585	ANOPA	0		3176
17586	BESMO	0	triangle	3178
17587	KAKIT	0	triangle	3179
17588	TOMID	0		3181
17598	MAMUS	0	triangle	3188
17607	BUGNO	0		2512
17608	ISPAG	1		2512
17609	ISPAG	0		2553
17610	BUGNO	1		2553
17611	LIGDO	0		2539
17612	VANSA	1		2539
17613	ISPAG	2		2539
17614	BUGNO	3		2539
17615	VANSA	0		2545
17616	ISPAG	1		2545
17617	BUGNO	2		2545
17618	LULKO	0		3191
17619	APITI	1		3191
17623	TERIL	0		3194
17624	IVREP	1		3194
17625	LULKO	2		3194
17626	APITI	3		3194
17627	ANPUG	0		3195
17628	BEDUL	1		3195
17629	DAGOM	2		3195
17630	OMBUB	3		3195
17635	DUDUS	0		3206
17636	ISGIT	0		3207
17642	DOPOP	0	triangle	3222
17643	LUVAB	0	triangle	3224
17644	BIDNI	0	triangle	3225
17645	DALUM	0		3227
17646	DUBON	1		3227
17647	ELDAK	0		3228
17651	ATSOK	0		3230
17652	DOPOP	1		3230
17653	OLGAL	2		3230
17654	ATSOK	0		3231
17655	OMARU	1		3231
17656	DUBON	0		3233
17657	MAMUS	0		3234
17658	OLGAL	0		3235
17659	OMARU	0		3236
17660	BIDNI	0		3237
17661	ELDAK	1		3237
17678	EKODU	0	triangle	3249
17679	ADGOP	0	triangle	3250
17680	INGLE	0		3251
17681	ANDOM	1		3251
17682	SELTA	2		3251
17683	BEDAV	0	triangle	3252
17684	ANDEP	0	triangle	3253
17685	EKVIL	0	triangle	3254
17687	PASMU	0	triangle	3266
17688	SUPIM	0	triangle	3267
17689	ARIGU	0	triangle	3268
17690	PERAS	0		3275
17691	WP_VOR	0	circle	3276
17692	PERAS	0		3280
17693	KAROA	0		3281
17694	RUATO	0		3282
17695	WP_VOR	0	circle	3283
17696	PERAS	0		3285
17697	RUATO	0		3286
17698	WP_VOR	0	circle	3287
17699	KOPPA	0		3293
17700	SF_NDB	0	circle	3294
17701	AA_VOR	0	circle	3299
17702	APABO	0		3300
17703	DOSTU	0		3301
17704	KK_NDB	0	circle	3302
17705	KT_NDB	0	circle	3303
17706	UKAPA	0		3304
17707	WP_VOR	0	circle	3305
17708	AA_VOR	0	circle	3307
17709	APABO	0		3308
17710	DOSTU	0		3309
17711	KK_NDB	0	circle	3310
17712	KT_NDB	0	circle	3311
17713	UKAPA	0		3312
17714	WP_VOR	0	circle	3313
17717	KEEPA	0		3325
17718	IBULI	0		3326
17719	AP_NDB	0	circle	3328
17720	CHUTE	0		3329
17721	HN_VOR	0	circle	3330
17722	RO_VOR	0	circle	3331
17723	TG_NDB	0	circle	3332
17724	NR_VOR	0	circle	3342
17725	S039.37.10.992 E176.45.30.708	0		3343
17726	OPAPA	1		3343
17732	S039.39.35.424 E176.44.34.584	0		3347
17733	NR_VOR	1	circle	3347
17734	OPAPA	0		3348
17737	AKAVI	0		3350
17738	ALADA	0		3351
17739	LEDOR	0		3352
17740	TELIM	0		3353
17741	TPAPA	0		3354
17742	OSOLO	0		3362
17743	OREXI	0		3363
17744	PORUT	0		3364
17745	BIDEL	0		3365
17746	MEGUG	0		3366
17747	MIPAK	0		3367
17748	PORUT	0		3368
17749	QN_VOR	0	circle	3369
17750	ATHOL	0		3370
17751	QN_VOR	0	circle	3371
17752	KALDI	0		3372
17753	PORUT	0		3373
17754	SAVLA	0		3374
17755	IPMIR	0		3380
17756	AVPOD	0		3381
17757	IGMUL	0		3382
17758	OBKIT	0		3384
17759	UGSAP	0		3385
17760	IGOVU	0	triangle	3387
17761	OLVOL	0	triangle	3388
17774	KALAG	0		3399
17775	AGREX	0		3400
17776	TARIB	0		3401
17778	AGEDU	0		3403
17779	OKTUB	1		3403
17780	IDSEM	0		3404
17781	OKTUB	1		3404
17782	DABAS	0		3405
17783	OKTUB	1		3405
17784	AKLOM	0		3406
17785	OLBEX	0		3408
17786	VIROL	0		3415
17787	KEVEL	1		3415
17788	ANPUG	2		3415
17789	RINRI	3		3415
17790	MIBUS	0		3416
17791	SAKBA	0		3417
17792	RINRI	1		3417
17793	BINIT	0		3418
17794	RINRI	1		3418
17795	MIBUS	0		3420
17796	SAKBA	0		3421
17797	RINRI	1		3421
17798	BINIT	0		3422
17799	BINIT	1		3422
17800	RINRI	2		3422
17801	IGLOR	0		3510
17802	MIBOR	1		3510
